user_sequence,challenge
43675_12,CI25054
43675_13,CI23855
43676_11,CI23663
43676_12,CI24868
43676_13,CI25732
43679_11,CI26919
43679_12,CI26915
43679_13,CI26902
43680_11,CI23663
43680_12,CI24868
43680_13,CI23855
43683_11,CI26432
43683_12,CI26401
43683_13,CI26421
43692_11,CI27790
43692_12,CI27794
43692_13,CI27789
43704_11,CI26877
43704_12,CI26867
43704_13,CI24917
43705_11,CI26877
43705_12,CI26867
43705_13,CI26902
43706_11,CI26388
43706_12,CI24522
43706_13,CI24917
43708_11,CI24985
43708_12,CI26054
43708_13,CI24917
43709_11,CI23663
43709_12,CI25140
43709_13,CI24917
43712_11,CI23663
43712_12,CI24522
43712_13,CI23855
43714_11,CI24527
43714_12,CI25339
43714_13,CI24267
43716_11,CI27030
43716_12,CI26160
43716_13,CI27031
43718_11,CI23663
43718_12,CI26620
43718_13,CI23627
43719_11,CI26388
43719_12,CI24868
43719_13,CI23855
43720_11,CI24522
43720_12,CI24522
43720_13,CI23855
43722_11,CI23714
43722_12,CI25175
43722_13,CI24917
43723_11,CI28568
43723_12,CI25140
43723_13,CI28567
43725_11,CI23663
43725_12,CI24522
43725_13,CI24917
43726_11,CI28568
43726_12,CI28582
43726_13,CI28569
43729_11,CI24997
43729_12,CI23689
43729_13,CI24917
43730_11,CI26918
43730_12,CI26919
43730_13,CI26902
43735_11,CI23855
43735_12,CI24522
43735_13,CI23855
43736_11,CI24895
43736_12,CI24868
43736_13,CI24968
43737_11,CI25031
43737_12,CI24100
43737_13,CI24917
43738_11,CI26211
43738_12,CI26915
43738_13,CI26905
43742_11,CI23663
43742_12,CI26054
43742_13,CI24917
43745_11,CI24108
43745_12,CI23776
43745_13,CI24917
43747_11,CI27648
43747_12,CI27648
43747_13,CI26221
43751_11,CI27809
43751_12,CI27811
43751_13,CI27781
43752_11,CI26165
43752_12,CI27749
43752_13,CI24917
43753_11,CI25300
43753_12,CI25988
43753_13,CI25762
43756_11,CI24522
43756_12,CI23855
43756_13,CI23855
43757_11,CI28583
43757_12,CI28582
43757_13,CI28569
43759_11,CI23663
43759_12,CI24868
43759_13,CI24917
43760_11,CI25175
43760_12,CI23663
43760_13,CI24917
43762_11,CI23688
43762_12,CI25054
43762_13,CI24917
43767_11,CI24530
43767_12,CI23598
43767_13,CI25140
43769_11,CI24373
43769_12,CI24373
43769_13,CI24436
43770_11,CI24206
43770_12,CI24868
43770_13,CI23855
43772_11,CI26170
43772_12,CI26919
43772_13,CI26905
43773_11,CI25493
43773_12,CI24633
43773_13,CI25496
43774_11,CI27800
43774_12,CI27781
43774_13,CI26922
43777_11,CI27800
43777_12,CI27811
43777_13,CI27781
43778_11,CI23663
43778_12,CI23856
43778_13,CI23855
43779_11,CI24530
43779_12,CI23688
43779_13,CI24522
43780_11,CI24895
43780_12,CI23769
43780_13,CI24968
43781_11,CI27800
43781_12,CI27811
43781_13,CI27781
43783_11,CI26950
43783_12,CI27049
43783_13,CI27050
43785_11,CI27667
43785_12,CI27648
43785_13,CI26221
43786_11,CI28048
43786_12,CI27149
43786_13,CI24917
43787_11,CI24867
43787_12,CI24461
43787_13,CI23662
43788_11,CI25998
43788_12,CI25998
43788_13,CI24530
43790_11,CI24530
43790_12,CI26055
43790_13,CI24917
43791_11,CI24633
43791_12,CI27365
43791_13,CI24461
43792_11,CI27800
43792_12,CI27809
43792_13,CI27811
43795_11,CI23714
43795_12,CI26711
43795_13,CI28567
43796_11,CI25073
43796_12,CI25140
43796_13,CI23855
43797_11,CI26929
43797_12,CI26934
43797_13,CI26905
43798_11,CI26415
43798_12,CI26432
43798_13,CI26421
43799_11,CI26930
43799_12,CI26918
43799_13,CI26902
43804_11,CI27015
43804_12,CI28244
43804_13,CI27879
43805_11,CI26919
43805_12,CI26919
43805_13,CI26902
43806_11,CI23936
43806_12,CI24257
43806_13,CI24968
43811_11,CI27782
43811_12,CI27809
43811_13,CI27811
43812_11,CI26918
43812_12,CI26211
43812_13,CI26174
43815_11,CI23769
43815_12,CI23856
43815_13,CI24968
43818_11,CI26928
43818_12,CI26930
43818_13,CI26934
43820_11,CI27779
43820_12,CI27782
43820_13,CI27811
43821_11,CI26918
43821_12,CI26919
43821_13,CI26922
43825_11,CI24966
43825_12,CI26054
43825_13,CI24917
43828_11,CI23769
43828_12,CI24868
43828_13,CI24917
43830_11,CI24867
43830_12,CI24868
43830_13,CI24917
43832_11,CI26915
43832_12,CI26919
43832_13,CI26905
43840_11,CI25124
43840_12,CI23663
43840_13,CI24860
43843_11,CI23663
43843_12,CI23856
43843_13,CI23855
43844_11,CI26055
43844_12,CI26054
43844_13,CI24917
43848_11,CI26867
43848_12,CI26160
43848_13,CI26902
43851_11,CI23855
43851_12,CI24522
43851_13,CI24917
43852_11,CI24867
43852_12,CI23663
43852_13,CI24868
43857_11,CI24415
43857_12,CI24461
43857_13,CI23764
43866_11,CI25175
43866_12,CI25140
43866_13,CI24917
43870_11,CI23855
43870_12,CI23714
43870_13,CI25058
43871_11,CI23663
43871_12,CI24522
43871_13,CI23855
43873_11,CI26991
43873_12,CI26990
43873_13,CI24966
43874_11,CI23663
43874_12,CI25054
43874_13,CI23855
43877_11,CI24530
43877_12,CI24522
43877_13,CI24917
43878_11,CI23714
43878_12,CI25140
43878_13,CI24917
43880_11,CI23663
43880_12,CI24373
43880_13,CI24917
43886_11,CI23840
43886_12,CI24461
43886_13,CI23662
43887_11,CI24522
43887_12,CI24373
43887_13,CI24436
43892_11,CI26858
43892_12,CI26915
43892_13,CI26902
43893_11,CI26858
43893_12,CI26919
43893_13,CI26905
43894_11,CI27782
43894_12,CI27809
43894_13,CI27811
43896_11,CI27782
43896_12,CI27809
43896_13,CI27811
43897_11,CI23688
43897_12,CI24868
43897_13,CI23855
43901_11,CI27811
43901_12,CI27781
43901_13,CI24917
43904_11,CI23663
43904_12,CI23856
43904_13,CI23855
43906_11,CI26919
43906_12,CI26919
43906_13,CI26221
43907_11,CI26910
43907_12,CI26934
43907_13,CI26911
43910_11,CI23503
43910_12,CI24818
43910_13,CI24917
43916_11,CI26990
43916_12,CI25052
43916_13,CI25571
43917_11,CI27782
43917_12,CI27809
43917_13,CI27811
43919_11,CI24530
43919_12,CI25140
43919_13,CI24917
43923_11,CI27794
43923_12,CI27789
43923_13,CI27807
43925_11,CI24527
43925_12,CI24868
43925_13,CI24917
43926_11,CI24992
43926_12,CI28184
43926_13,CI24917
43928_11,CI27779
43928_12,CI27782
43928_13,CI27789
43930_11,CI27811
43930_12,CI27807
43930_13,CI27781
43932_11,CI26885
43932_12,CI26891
43932_13,CI26221
43942_11,CI24530
43942_12,CI23663
43942_13,CI24917
43944_11,CI26910
43944_12,CI26934
43944_13,CI26905
43946_11,CI24527
43946_12,CI24880
43946_13,CI23663
43947_11,CI23714
43947_12,CI24530
43947_13,CI24522
43950_11,CI26055
43950_12,CI25140
43950_13,CI24917
43951_11,CI26950
43951_12,CI26953
43951_13,CI27648
43953_11,CI27809
43953_12,CI27811
43953_13,CI27781
43954_11,CI27809
43954_12,CI27811
43954_13,CI27807
43958_11,CI23663
43958_12,CI23856
43958_13,CI24968
43965_11,CI23663
43965_12,CI24868
43965_13,CI23855
43967_11,CI23663
43967_12,CI26054
43967_13,CI24917
43969_11,CI24108
43969_12,CI24530
43969_13,CI23663
43970_11,CI23663
43970_12,CI24868
43970_13,CI24917
43973_11,CI24530
43973_12,CI24522
43973_13,CI23855
43975_11,CI27800
43975_12,CI27809
43975_13,CI27811
43978_11,CI23855
43978_12,CI25119
43978_13,CI25140
43980_11,CI26827
43980_12,CI26658
43980_13,CI25696
43983_11,CI25353
43983_12,CI27648
43983_13,CI26221
43984_11,CI24353
43984_12,CI24633
43984_13,CI24344
43992_11,CI26828
43992_12,CI26824
43992_13,CI24917
43994_11,CI28168
43994_12,CI28184
43994_13,CI28176
43998_11,CI26828
43998_12,CI26824
43998_13,CI24917
44000_11,CI23769
44000_12,CI24868
44000_13,CI24917
44001_11,CI24914
44001_12,CI28124
44001_13,CI23855
44002_11,CI23745
44002_12,CI23688
44002_13,CI23855
44005_11,CI24102
44005_12,CI23641
44005_13,CI25988
44009_11,CI27809
44009_12,CI27811
44009_13,CI27781
44010_11,CI26846
44010_12,CI27809
44010_13,CI27811
44013_11,CI27800
44013_12,CI27807
44013_13,CI27811
44014_11,CI27800
44014_12,CI27800
44014_13,CI27811
44015_11,CI24530
44015_12,CI24522
44015_13,CI24917
44023_11,CI23769
44023_12,CI24530
44023_13,CI24968
44024_11,CI26930
44024_12,CI27811
44024_13,CI26846
44025_11,CI23663
44025_12,CI26384
44025_13,CI24917
44028_11,CI24530
44028_12,CI24868
44028_13,CI24968
44030_11,CI25097
44030_12,CI25140
44030_13,CI24917
44033_11,CI27800
44033_12,CI27811
44033_13,CI26846
44035_11,CI23663
44035_12,CI24522
44035_13,CI24917
44037_11,CI26930
44037_12,CI27782
44037_13,CI27811
44038_11,CI26216
44038_12,CI27807
44038_13,CI27811
44042_11,CI24461
44042_12,CI27811
44042_13,CI26930
44044_11,CI27809
44044_12,CI27811
44044_13,CI27781
44047_11,CI23855
44047_12,CI23714
44047_13,CI24917
44049_11,CI23714
44049_12,CI24868
44049_13,CI24968
44051_11,CI24867
44051_12,CI25054
44051_13,CI24917
44055_11,CI23663
44055_12,CI25140
44055_13,CI24968
44056_11,CI24914
44056_12,CI24952
44056_13,CI24917
44057_11,CI24860
44057_12,CI24860
44057_13,CI24917
44063_11,CI26930
44063_12,CI26211
44063_13,CI26174
44065_11,CI23855
44065_12,CI23688
44065_13,CI23662
44068_11,CI23855
44068_12,CI26817
44068_13,CI24917
44074_11,CI25128
44074_12,CI25140
44074_13,CI24917
44076_11,CI27679
44076_12,CI27648
44076_13,CI26221
44077_11,CI28189
44077_12,CI28184
44077_13,CI28176
44080_11,CI23714
44080_12,CI24257
44080_13,CI23855
44082_11,CI23663
44082_12,CI24867
44082_13,CI23662
44083_11,CI27666
44083_12,CI27679
44083_13,CI27648
44085_11,CI26915
44085_12,CI26915
44085_13,CI26908
44089_11,CI25149
44089_12,CI24870
44089_13,CI24257
44095_11,CI24527
44095_12,CI24530
44095_13,CI23856
44096_11,CI25175
44096_12,CI25175
44096_13,CI24917
44098_11,CI26191
44098_12,CI27648
44098_13,CI26221
44105_11,CI24867
44105_12,CI25140
44105_13,CI24917
44107_11,CI23714
44107_12,CI23663
44107_13,CI23856
44109_11,CI23663
44109_12,CI23856
44109_13,CI24917
44112_11,CI24868
44112_12,CI24868
44112_13,CI25298
44116_11,CI27779
44116_12,CI27779
44116_13,CI27789
44117_11,CI24530
44117_12,CI25140
44117_13,CI24968
44118_11,CI23663
44118_12,CI24530
44118_13,CI25140
44120_11,CI23769
44120_12,CI24868
44120_13,CI24968
44121_11,CI23663
44121_12,CI24868
44121_13,CI24917
44127_11,CI23663
44127_12,CI24868
44127_13,CI24917
44128_11,CI25054
44128_12,CI25140
44128_13,CI24917
44131_11,CI26935
44131_12,CI26934
44131_13,CI26905
44133_11,CI26915
44133_12,CI26905
44133_13,CI26902
44134_11,CI27666
44134_12,CI27669
44134_13,CI27679
44135_11,CI23663
44135_12,CI24522
44135_13,CI24917
44137_11,CI23663
44137_12,CI24522
44137_13,CI24917
44142_11,CI24866
44142_12,CI23714
44142_13,CI24917
44143_11,CI24527
44143_12,CI24860
44143_13,CI24917
44144_11,CI26211
44144_12,CI26919
44144_13,CI26922
44145_11,CI24527
44145_12,CI24530
44145_13,CI24461
44146_11,CI23663
44146_12,CI24530
44146_13,CI24917
44152_11,CI23855
44152_12,CI24522
44152_13,CI24917
44158_11,CI24086
44158_12,CI23813
44158_13,CI24100
44163_11,CI28168
44163_12,CI28189
44163_13,CI28184
44164_11,CI26929
44164_12,CI27811
44164_13,CI27781
44165_11,CI26658
44165_12,CI26649
44165_13,CI26658
44166_11,CI24591
44166_12,CI23663
44166_13,CI24917
44169_11,CI23663
44169_12,CI24868
44169_13,CI24917
44173_11,CI26930
44173_12,CI27811
44173_13,CI27781
44174_11,CI26929
44174_12,CI27807
44174_13,CI27811
44181_11,CI26216
44181_12,CI26858
44181_13,CI26905
44182_11,CI23663
44182_12,CI24868
44182_13,CI24917
44183_11,CI23539
44183_12,CI23539
44183_13,CI27749
44190_11,CI23663
44190_12,CI24530
44190_13,CI24917
44191_11,CI27681
44191_12,CI27681
44191_13,CI27679
44195_11,CI26896
44195_12,CI27667
44195_13,CI26891
44196_11,CI24527
44196_12,CI24206
44196_13,CI24917
44198_11,CI24187
44198_12,CI24527
44198_13,CI24522
44202_11,CI26896
44202_12,CI27648
44202_13,CI26221
44203_11,CI24421
44203_12,CI25107
44203_13,CI24530
44204_11,CI27648
44204_12,CI27648
44204_13,CI26221
44210_11,CI23855
44210_12,CI23663
44210_13,CI24522
44211_11,CI27648
44211_12,CI24461
44211_13,CI26221
44217_11,CI23663
44217_12,CI25054
44217_13,CI24917
44218_11,CI26918
44218_12,CI26211
44218_13,CI26174
44224_11,CI25128
44224_12,CI25054
44224_13,CI24917
44225_11,CI26929
44225_12,CI26934
44225_13,CI26905
44226_11,CI24028
44226_12,CI24867
44226_13,CI24917
44227_11,CI24860
44227_12,CI25140
44227_13,CI24917
44231_11,CI24860
44231_12,CI24522
44231_13,CI24917
44234_11,CI23663
44234_12,CI23856
44234_13,CI23855
44235_11,CI24461
44235_12,CI24461
44235_13,CI23662
44236_11,CI23663
44236_12,CI24522
44236_13,CI24917
44237_11,CI24461
44237_12,CI25493
44237_13,CI24344
44243_11,CI25353
44243_12,CI27648
44243_13,CI26221
44255_11,CI27648
44255_12,CI27648
44255_13,CI26221
44256_11,CI23714
44256_12,CI25528
44256_13,CI24917
44257_11,CI26896
44257_12,CI26891
44257_13,CI26221
44259_11,CI25058
44259_12,CI25128
44259_13,CI24917
44265_11,CI26850
44265_12,CI27648
44265_13,CI26221
44267_11,CI24530
44267_12,CI23663
44267_13,CI24522
44269_11,CI26858
44269_12,CI26934
44269_13,CI26902
44272_11,CI24992
44272_12,CI28184
44272_13,CI28176
44274_11,CI25493
44274_12,CI25493
44274_13,CI25496
44276_11,CI24527
44276_12,CI24530
44276_13,CI24522
44277_11,CI26896
44277_12,CI27648
44277_13,CI26221
44282_11,CI25528
44282_12,CI25769
44282_13,CI24917
44283_11,CI25074
44283_12,CI24530
44283_13,CI24461
44286_11,CI27652
44286_12,CI27679
44286_13,CI27662
44288_11,CI26891
44288_12,CI26221
44288_13,CI26221
44289_11,CI24206
44289_12,CI23856
44289_13,CI23855
44290_11,CI23714
44290_12,CI24729
44290_13,CI23855
44292_11,CI25054
44292_12,CI25140
44292_13,CI24917
44295_11,CI27652
44295_12,CI27679
44295_13,CI27662
44297_11,CI23840
44297_12,CI24868
44297_13,CI24917
44298_11,CI24955
44298_12,CI23724
44298_13,CI24968
44299_11,CI23714
44299_12,CI26055
44299_13,CI24968
44300_11,CI24257
44300_12,CI24868
44300_13,CI24968
44301_11,CI28184
44301_12,CI26181
44301_13,CI28176
44307_11,CI26930
44307_12,CI27811
44307_13,CI26846
44308_11,CI23663
44308_12,CI24461
44308_13,CI24267
44310_11,CI23663
44310_12,CI26054
44310_13,CI24917
44313_11,CI23714
44313_12,CI25097
44313_13,CI24917
44315_11,CI28184
44315_12,CI28177
44315_13,CI28176
44318_11,CI26896
44318_12,CI27648
44318_13,CI26221
44319_11,CI25124
44319_12,CI23855
44319_13,CI24917
44325_11,CI24461
44325_12,CI24511
44325_13,CI24511
44330_11,CI26055
44330_12,CI26054
44330_13,CI24968
44331_11,CI24955
44331_12,CI24868
44331_13,CI24968
44332_11,CI24868
44332_12,CI24868
44332_13,CI24917
44333_11,CI25140
44333_12,CI25140
44333_13,CI24917
44337_11,CI27648
44337_12,CI27648
44337_13,CI26221
44338_11,CI27667
44338_12,CI27648
44338_13,CI26221
44340_11,CI23598
44340_12,CI24461
44340_13,CI24917
44342_11,CI27648
44342_12,CI27648
44342_13,CI27662
44344_11,CI26877
44344_12,CI27749
44344_13,CI26902
44348_11,CI26915
44348_12,CI26915
44348_13,CI26902
44349_11,CI24527
44349_12,CI25380
44349_13,CI24917
44350_11,CI27807
44350_12,CI27809
44350_13,CI27811
44351_11,CI28168
44351_12,CI28184
44351_13,CI28176
44352_11,CI23663
44352_12,CI23856
44352_13,CI24917
44354_11,CI24522
44354_12,CI24522
44354_13,CI24917
44356_11,CI23855
44356_12,CI23663
44356_13,CI24917
44361_11,CI24992
44361_12,CI28184
44361_13,CI28176
44365_11,CI23769
44365_12,CI24530
44365_13,CI24868
44366_11,CI26912
44366_12,CI26919
44366_13,CI26905
44375_11,CI27648
44375_12,CI27648
44375_13,CI26221
44376_11,CI27667
44376_12,CI27648
44376_13,CI26221
44377_11,CI24086
44377_12,CI24868
44377_13,CI24917
44380_11,CI25490
44380_12,CI24522
44380_13,CI24917
44384_11,CI23663
44384_12,CI24867
44384_13,CI24917
44386_11,CI27667
44386_12,CI27648
44386_13,CI26221
44390_11,CI27648
44390_12,CI27648
44390_13,CI26221
44391_11,CI27805
44391_12,CI27669
44391_13,CI26221
44393_11,CI23663
44393_12,CI25054
44393_13,CI23662
44395_11,CI23855
44395_12,CI23663
44395_13,CI23856
44397_11,CI23855
44397_12,CI25054
44397_13,CI24917
44400_11,CI25353
44400_12,CI27648
44400_13,CI26221
44402_11,CI23714
44402_12,CI23856
44402_13,CI24917
44403_11,CI24086
44403_12,CI23813
44403_13,CI24100
44406_11,CI23855
44406_12,CI23663
44406_13,CI24917
44407_11,CI23840
44407_12,CI24206
44407_13,CI24868
44419_11,CI25074
44419_12,CI24530
44419_13,CI24461
44427_11,CI23663
44427_12,CI25140
44427_13,CI24917
44431_11,CI25132
44431_12,CI25124
44431_13,CI23855
44433_11,CI24860
44433_12,CI24868
44433_13,CI24917
44434_11,CI24607
44434_12,CI24511
44434_13,CI24436
44437_11,CI23663
44437_12,CI26054
44437_13,CI24917
44445_11,CI24530
44445_12,CI24522
44445_13,CI24917
44447_11,CI25135
44447_12,CI24257
44447_13,CI25140
44450_11,CI24257
44450_12,CI24868
44450_13,CI24968
44451_11,CI26211
44451_12,CI26915
44451_13,CI26911
44452_11,CI24868
44452_12,CI25140
44452_13,CI24968
44453_11,CI27667
44453_12,CI27648
44453_13,CI27662
44454_11,CI23663
44454_12,CI25140
44454_13,CI24917
44455_11,CI24868
44455_12,CI24373
44455_13,CI23855
44456_11,CI25058
44456_12,CI25140
44456_13,CI24917
44460_11,CI24530
44460_12,CI24522
44460_13,CI23764
44462_11,CI24936
44462_12,CI25052
44462_13,CI24917
44463_11,CI26990
44463_12,CI27000
44463_13,CI26995
44464_11,CI23663
44464_12,CI23856
44464_13,CI24968
44465_11,CI27648
44465_12,CI27648
44465_13,CI26221
44472_11,CI24937
44472_12,CI25052
44472_13,CI24917
44476_11,CI25375
44476_12,CI23663
44476_13,CI25140
44477_11,CI23663
44477_12,CI25052
44477_13,CI24917
44478_11,CI23714
44478_12,CI25366
44478_13,CI24917
44481_11,CI25074
44481_12,CI24522
44481_13,CI24436
44483_11,CI23855
44483_12,CI25257
44483_13,CI25188
44486_11,CI24527
44486_12,CI24530
44486_13,CI24461
44487_11,CI24866
44487_12,CI24868
44487_13,CI23855
44488_11,CI23663
44488_12,CI25140
44488_13,CI24917
44489_11,CI24936
44489_12,CI25052
44489_13,CI24917
44490_11,CI23714
44490_12,CI25054
44490_13,CI24917
44492_11,CI26858
44492_12,CI26919
44492_13,CI26905
44493_11,CI25058
44493_12,CI25140
44493_13,CI23855
44496_11,CI27681
44496_12,CI27679
44496_13,CI27648
44497_11,CI26621
44497_12,CI25119
44497_13,CI24917
44500_11,CI24206
44500_12,CI25140
44500_13,CI24968
44503_11,CI25149
44503_12,CI24031
44503_13,CI24917
44507_11,CI28187
44507_12,CI28189
44507_13,CI28199
44510_11,CI26160
44510_12,CI26160
44510_13,CI26217
44512_11,CI23663
44512_12,CI24511
44512_13,CI24917
44515_11,CI23721
44515_12,CI25300
44515_13,CI25300
44523_11,CI24125
44523_12,CI24860
44523_13,CI24917
44524_11,CI26211
44524_12,CI26160
44524_13,CI26911
44526_11,CI26211
44526_12,CI26919
44526_13,CI26908
44529_11,CI26432
44529_12,CI26401
44529_13,CI26421
44534_11,CI23663
44534_12,CI25175
44534_13,CI24917
44535_11,CI23663
44535_12,CI25140
44535_13,CI25298
44536_11,CI27679
44536_12,CI27667
44536_13,CI27662
44540_11,CI25175
44540_12,CI25140
44540_13,CI24917
44542_11,CI24937
44542_12,CI25052
44542_13,CI24917
44543_11,CI26432
44543_12,CI26401
44543_13,CI26421
44546_11,CI23714
44546_12,CI24530
44546_13,CI24917
44549_11,CI26401
44549_12,CI26406
44549_13,CI26421
44551_11,CI23714
44551_12,CI23724
44551_13,CI24917
44554_11,CI23663
44554_12,CI24461
44554_13,CI23662
44556_11,CI23714
44556_12,CI25175
44556_13,CI28569
44558_11,CI26055
44558_12,CI26054
44558_13,CI24917
44562_11,CI23663
44562_12,CI23856
44562_13,CI23855
44569_11,CI23663
44569_12,CI24868
44569_13,CI23662
44570_11,CI25074
44570_12,CI25128
44570_13,CI25140
44572_11,CI23663
44572_12,CI24206
44572_13,CI24917
44575_11,CI23688
44575_12,CI24522
44575_13,CI24917
44579_11,CI26910
44579_12,CI26919
44579_13,CI26911
44581_11,CI23714
44581_12,CI23856
44581_13,CI24917
44588_11,CI27049
44588_12,CI27811
44588_13,CI27031
44592_11,CI23663
44592_12,CI23856
44592_13,CI24968
44594_11,CI27679
44594_12,CI27667
44594_13,CI27669
44596_11,CI23663
44596_12,CI24522
44596_13,CI24917
44597_11,CI23855
44597_12,CI23663
44597_13,CI24917
44603_11,CI24955
44603_12,CI25140
44603_13,CI24968
44604_11,CI26896
44604_12,CI27648
44604_13,CI26221
44605_11,CI24860
44605_12,CI25140
44605_13,CI24917
44616_11,CI26432
44616_12,CI26401
44616_13,CI26421
44617_11,CI23714
44617_12,CI24530
44617_13,CI23663
44618_11,CI24530
44618_12,CI23688
44618_13,CI25140
44624_11,CI24522
44624_12,CI24522
44624_13,CI24917
44627_11,CI25128
44627_12,CI25140
44627_13,CI24917
44628_11,CI24866
44628_12,CI24868
44628_13,CI24917
44629_11,CI24527
44629_12,CI24522
44629_13,CI24917
44630_11,CI26918
44630_12,CI26919
44630_13,CI26911
44631_11,CI24527
44631_12,CI24206
44631_13,CI24868
44634_11,CI23855
44634_12,CI24530
44634_13,CI24917
44636_11,CI23855
44636_12,CI25140
44636_13,CI24917
44638_11,CI23663
44638_12,CI24868
44638_13,CI24917
44639_11,CI24530
44639_12,CI24461
44639_13,CI24917
44643_11,CI27670
44643_12,CI27669
44643_13,CI27679
44648_11,CI23714
44648_12,CI24530
44648_13,CI24522
44650_11,CI27666
44650_12,CI27662
44650_13,CI27679
44651_11,CI23663
44651_12,CI24257
44651_13,CI24968
44654_11,CI27666
44654_12,CI27663
44654_13,CI27679
44656_11,CI23714
44656_12,CI23663
44656_13,CI24917
44660_11,CI24872
44660_12,CI25074
44660_13,CI24867
44671_11,CI24867
44671_12,CI26055
44671_13,CI24868
44672_11,CI27667
44672_12,CI27648
44672_13,CI26221
44674_11,CI24868
44674_12,CI24868
44674_13,CI24968
44676_11,CI25140
44676_12,CI25140
44676_13,CI24917
44684_11,CI23855
44684_12,CI24522
44684_13,CI24917
44685_11,CI23663
44685_12,CI24868
44685_13,CI24968
44686_11,CI23635
44686_12,CI23663
44686_13,CI24917
44689_11,CI25140
44689_12,CI25140
44689_13,CI24917
44696_11,CI24868
44696_12,CI24868
44696_13,CI23855
44697_11,CI24966
44697_12,CI26054
44697_13,CI24917
44700_11,CI26388
44700_12,CI26388
44700_13,CI24917
44703_11,CI27652
44703_12,CI27679
44703_13,CI26221
44707_11,CI27651
44707_12,CI27679
44707_13,CI27648
44708_11,CI23663
44708_12,CI25140
44708_13,CI24917
44719_11,CI23774
44719_12,CI24246
44719_13,CI25730
44724_11,CI23663
44724_12,CI24522
44724_13,CI24917
44725_11,CI26211
44725_12,CI26915
44725_13,CI26911
44726_11,CI23663
44726_12,CI25140
44726_13,CI28567
44733_11,CI23714
44733_12,CI23705
44733_13,CI24917
44734_11,CI24522
44734_12,CI26817
44734_13,CI24917
44737_11,CI24530
44737_12,CI24461
44737_13,CI24917
44741_11,CI27681
44741_12,CI27648
44741_13,CI26221
44746_11,CI27681
44746_12,CI27666
44746_13,CI27679
44747_11,CI25128
44747_12,CI25140
44747_13,CI24917
44749_11,CI23663
44749_12,CI24868
44749_13,CI24968
44751_11,CI25140
44751_12,CI25140
44751_13,CI24917
44756_11,CI23663
44756_12,CI23688
44756_13,CI23662
44759_11,CI26850
44759_12,CI27667
44759_13,CI26221
44760_11,CI23688
44760_12,CI23856
44760_13,CI23855
44761_11,CI23663
44761_12,CI24530
44761_13,CI23665
44762_11,CI23663
44762_12,CI24868
44762_13,CI24968
44763_11,CI26054
44763_12,CI26054
44763_13,CI24917
44764_11,CI24955
44764_12,CI23663
44764_13,CI24968
44765_11,CI23769
44765_12,CI24868
44765_13,CI24968
44771_11,CI27779
44771_12,CI27782
44771_13,CI27789
44775_11,CI23714
44775_12,CI26055
44775_13,CI24917
44778_11,CI23663
44778_12,CI25054
44778_13,CI24917
44780_11,CI25074
44780_12,CI25128
44780_13,CI24917
44782_11,CI26828
44782_12,CI27648
44782_13,CI26221
44783_11,CI23714
44783_12,CI24522
44783_13,CI24917
44784_11,CI23598
44784_12,CI24461
44784_13,CI23855
44790_11,CI26165
44790_12,CI27648
44790_13,CI26221
44794_11,CI23714
44794_12,CI23856
44794_13,CI23855
44801_11,CI26055
44801_12,CI26055
44801_13,CI24917
44804_11,CI25052
44804_12,CI25052
44804_13,CI24917
44805_11,CI26216
44805_12,CI26211
44805_13,CI26217
44809_11,CI23856
44809_12,CI23663
44809_13,CI24917
44810_11,CI26388
44810_12,CI24522
44810_13,CI24917
44811_11,CI23663
44811_12,CI23745
44811_13,CI23855
44815_11,CI27667
44815_12,CI27648
44815_13,CI27648
44818_11,CI26055
44818_12,CI26054
44818_13,CI24917
44820_11,CI26211
44820_12,CI26915
44820_13,CI26911
44821_11,CI27667
44821_12,CI27648
44821_13,CI26221
44822_11,CI24257
44822_12,CI23663
44822_13,CI24968
44824_11,CI24860
44824_12,CI26722
44824_13,CI24917
44825_11,CI24461
44825_12,CI24868
44825_13,CI24917
44826_11,CI27681
44826_12,CI27662
44826_13,CI27679
44827_11,CI26676
44827_12,CI27538
44827_13,CI26817
44829_11,CI25058
44829_12,CI25140
44829_13,CI24917
44832_11,CI23663
44832_12,CI24868
44832_13,CI24917
44845_11,CI23929
44845_12,CI25175
44845_13,CI24917
44847_11,CI23663
44847_12,CI24257
44847_13,CI24968
44848_11,CI25054
44848_12,CI25054
44848_13,CI24917
44850_11,CI26918
44850_12,CI26211
44850_13,CI26908
44855_11,CI27049
44855_12,CI27030
44855_13,CI27031
44862_11,CI25074
44862_12,CI24530
44862_13,CI24522
44863_11,CI24530
44863_12,CI24461
44863_13,CI24917
44868_11,CI24206
44868_12,CI24868
44868_13,CI23855
44869_11,CI24527
44869_12,CI24530
44869_13,CI24917
44870_11,CI28177
44870_12,CI28177
44870_13,CI28179
44871_11,CI24530
44871_12,CI23688
44871_13,CI23855
44872_11,CI28177
44872_12,CI28184
44872_13,CI28179
44875_11,CI27669
44875_12,CI27679
44875_13,CI24917
44878_11,CI25353
44878_12,CI27648
44878_13,CI26221
44879_11,CI28168
44879_12,CI28184
44879_13,CI28176
44884_11,CI25353
44884_12,CI27669
44884_13,CI24917
44887_11,CI23714
44887_12,CI24867
44887_13,CI25140
44889_11,CI27679
44889_12,CI27652
44889_13,CI27679
44895_11,CI24196
44895_12,CI24860
44895_13,CI24968
44896_11,CI23663
44896_12,CI23856
